unit_id,source_file,doi,article_title,journal,year,review_round,referee_number,source_text_sha256,gate,claim_type,subfield_bucket,abstract_unit,evidence_risk,reviewer_concern,revision_direction,matched_signal_terms,non_verbatim
MS-RU-00042,2024_nature_s41586-024-07353-9_peer_review.pdf,10.1038/s41586-024-07353-9,Porous isoreticular non-metal organic frameworks,Nature,2024,the Initial Version,3,334fd5d12c4dc5de50e0595aabfa30b1f79d1f5a119e8170cddc85f722fbc239,structure_property_causality_and_mechanism,mechanistic_or_structure_property_claim,porous_frameworks_and_sorbents,Separates structure-property correlation from mechanistic causality and asks for targeted evidence against alternative explanations.,A correlation between structure and performance is presented as a causal mechanism.,"Reviewers ask for perturbation, control, in situ, operando, or alternative-mechanism tests.","Separate correlation from causality, add targeted controls, validate proposed pathways, and discuss plausible alternatives.",origin; explain; demonstrate,true
MS-RU-00043,2024_nature_s41586-024-07353-9_peer_review.pdf,10.1038/s41586-024-07353-9,Porous isoreticular non-metal organic frameworks,Nature,2024,the Initial Version,3,106f8739f54bfd1deb7ac827694c31df322f3fe896583035ee8c21e329b79993,structure_property_causality_and_mechanism,mechanistic_or_structure_property_claim,porous_frameworks_and_sorbents,Separates structure-property correlation from mechanistic causality and asks for targeted evidence against alternative explanations.,A correlation between structure and performance is presented as a causal mechanism.,"Reviewers ask for perturbation, control, in situ, operando, or alternative-mechanism tests.","Separate correlation from causality, add targeted controls, validate proposed pathways, and discuss plausible alternatives.",cause; alternative,true
MS-RU-00044,2024_nature_s41586-024-07353-9_peer_review.pdf,10.1038/s41586-024-07353-9,Porous isoreticular non-metal organic frameworks,Nature,2024,the Initial Version,3,d8992ac4ce10a56af6e7095e86a67848a2d2e8f53a8923c9284be3c3629852dc,stability_durability_and_operando_relevance,stability_or_long_term_utility_claim,porous_frameworks_and_sorbents,"Asks whether stability, cycling, aging, or operando robustness claims survive realistic stress conditions and post-test characterization.","Short-term or ideal-condition tests may not support claims of durability, stability, cycling, or operational robustness.","Reviewers request long-term tests, environmental stressors, cycling, degradation analysis, and post-test characterization.","Add durability protocols, stress conditions, failure analysis, before/after characterization, and realistic use-condition tests.",stable,true
MS-RU-00045,2024_nature_s41586-024-07353-9_peer_review.pdf,10.1038/s41586-024-07353-9,Porous isoreticular non-metal organic frameworks,Nature,2024,the Initial Version,3,73ada7b51ef15b5dd95b1f35b84da2e8473f6f568b01ce7d25d782c9999c248f,structural_characterization_and_spatial_evidence,structure_or_morphology_claim,porous_frameworks_and_sorbents,"Requests stronger structural, spatial, or spectroscopic evidence to support morphology, interface, or crystal-structure claims.","Structural, morphological, or interfacial claims may be under-supported by limited or non-representative characterization.","Reviewers request higher-resolution, more representative, or orthogonal structural evidence.","Add complementary microscopy/spectroscopy/diffraction, representative sampling, image quantification, and clear assignment of features.",structure; crystal,true
MS-RU-00046,2024_nature_s41586-024-07353-9_peer_review.pdf,10.1038/s41586-024-07353-9,Porous isoreticular non-metal organic frameworks,Nature,2024,the Initial Version,3,45e24bc780597cca642d8582f2c8446c44b91935a55c17ba3ae757cc720d9d0b,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,porous_frameworks_and_sorbents,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",figure; line; page,true
MS-RU-00047,2024_nature_s41586-024-07353-9_peer_review.pdf,10.1038/s41586-024-07353-9,Porous isoreticular non-metal organic frameworks,Nature,2024,the Initial Version,3,8884f281f4ab48a880591e71341afc3a49fd2adba011b6725deda9fb510ad601,data_code_materials_and_reporting_completeness,reproducibility_or_reporting_claim,porous_frameworks_and_sorbents,"Flags missing methods, units, captions, source data, code, or materials details that prevent verification and reuse.","Methods, figures, data, units, source data, code, or materials availability are insufficient for verification or reuse.","Reviewers flag missing methodological details, inconsistent figure labels, inaccessible data/code, or ambiguous definitions.","Complete methods, units, captions, data/code availability, materials provenance, and figure-level consistency checks.",figure; label; line; page,true
MS-RU-00048,2024_nature_s41586-024-07353-9_peer_review.pdf,10.1038/s41586-024-07353-9,Porous isoreticular non-metal organic frameworks,Nature,2024,the Initial Version,3,cb5ed12315f7c58ebd57ae32f29af891cb0a93eca8f0ed4b9f11b2ab1da229bf,composition_phase_purity_and_identity,material_identity_or_phase_claim,porous_frameworks_and_sorbents,"Questions whether compositional, phase, or purity evidence is sufficient to establish the claimed material identity.","The claimed material identity may be confounded by impurity phases, mixed composition, solvent, dopants, or incomplete assignment.",Reviewers ask whether the observed properties arise from the stated phase and composition.,"Provide orthogonal compositional and phase evidence, quantify purity, assign phases, and rule out likely impurities.",solvent,true
MS-RU-00049,2024_nature_s41586-024-07353-9_peer_review.pdf,10.1038/s41586-024-07353-9,Porous isoreticular non-metal organic frameworks,Nature,2024,the Initial Version,3,f579313350afcd310353ad7ddd70b7b05b8fdd57df467b9b62a3af83f992eb50,editorial_significance_and_novelty,novel_material_or_general_advance_claim,porous_frameworks_and_sorbents,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",important,true
MS-RU-00050,2024_nature_s41586-024-07438-5_peer_review.pdf,10.1038/s41586-024-07438-5,Van der Waals polarity-engineered 3D integration of 2D complementary logic,Nature,2024,the Initial Version,1,11f12c432659503db456e6c0480f494ae863652ac859566ccc0a233b12363ffc,editorial_significance_and_novelty,novel_material_or_general_advance_claim,two_dimensional_and_electronic_materials,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",novel; important,true
MS-RU-00051,2024_nature_s41586-024-07438-5_peer_review.pdf,10.1038/s41586-024-07438-5,Van der Waals polarity-engineered 3D integration of 2D complementary logic,Nature,2024,the Initial Version,1,85dfa7711613bd7a0dc11cb797a1d13f89b20c0a30d120ec639e2af55019d821,scalability_processability_and_application_boundary,application_or_translation_claim,two_dimensional_and_electronic_materials,"Checks whether proof-of-concept results have been overextended to practical, scalable, device, or industrial application claims.","Proof-of-concept results may be overextended to manufacturability, device deployment, or industrial relevance.","Reviewers ask for scale, processability, throughput, cost, integration, or realistic operating constraints.","State the application boundary, add scale/process evidence where available, and avoid industrial claims not directly tested.",industrial; scale; device,true
MS-RU-00052,2024_nature_s41586-024-07438-5_peer_review.pdf,10.1038/s41586-024-07438-5,Van der Waals polarity-engineered 3D integration of 2D complementary logic,Nature,2024,the Initial Version,1,e0d0f937a5742bba34480bc48a5909695d4894f7b420dbf8e9f4cb837f521ce3,computational_design_and_model_validation,computational_prediction_or_design_claim,two_dimensional_and_electronic_materials,"Evaluates whether computational predictions, simulations, or machine-learning models are validated and transparent enough to support design claims.","A model, simulation, DFT calculation, or machine-learning design may not be sufficiently validated experimentally or out of distribution.","Reviewers ask for assumptions, convergence, descriptors, training/test split, ablations, external validation, and uncertainty.","Report model settings, validation strategy, failure modes, uncertainty, and experimental confirmation of key predictions.",dft; calculation; simulation; model,true
MS-RU-00053,2024_nature_s41586-024-07438-5_peer_review.pdf,10.1038/s41586-024-07438-5,Van der Waals polarity-engineered 3D integration of 2D complementary logic,Nature,2024,the Initial Version,1,45c391d643bcfc5196fb684d9c0ae35a34adc16cb5e0a474fd188e2f0c3847d7,editorial_significance_and_novelty,novel_material_or_general_advance_claim,two_dimensional_and_electronic_materials,Assesses whether the material advance is clearly distinguished from closest prior work and scaled to an appropriate Nature-level claim.,"The manuscript presents an advance without distinguishing it from closest prior materials, mechanisms, or devices.","Reviewers may see the contribution as incremental, insufficiently positioned, or too narrow for Nature-level scope.","State the exact advance over closest work, quantify the improvement, and align the claimed scope with the evidence.",important,true
