unit_id,source_id,journal,year,unit_type,severity,claim_target,cluster,non_verbatim_index
unit_000192,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000193,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000194,nature_remote_sensing_review_0003,Nature,2024,line_comment,minor,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000195,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000196,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000197,nature_remote_sensing_review_0003,Nature,2024,line_comment,minor,causal or attribution claim,"Methods, results, discussion structure, and explanatory clarity",true
unit_000198,nature_remote_sensing_review_0003,Nature,2024,line_comment,minor,"global generalization, model performance","Methods, results, discussion structure, and explanatory clarity",true
unit_000199,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,model performance,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000200,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,model performance,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000201,nature_remote_sensing_review_0003,Nature,2024,contribution_assessment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000202,nature_remote_sensing_review_0003,Nature,2024,minor_comment,minor,"figure evidence, table evidence","Figures, extended data, and evidentiary display",true
unit_000203,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000204,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000205,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000206,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000207,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000208,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,table evidence,"Figures, extended data, and evidentiary display",true
unit_000209,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,table evidence,"Figures, extended data, and evidentiary display",true
unit_000210,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,"figure evidence, table evidence","Figures, extended data, and evidentiary display",true
unit_000211,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Tree cover, land cover, land-use change, and mapping definitions",true
unit_000212,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,global generalization,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000213,nature_remote_sensing_review_0003,Nature,2024,contribution_assessment,major,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000214,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000215,nature_remote_sensing_review_0003,Nature,2024,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_000216,nature_remote_sensing_review_0003,Nature,2024,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_000217,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,"model performance, methodological support","Methods, results, discussion structure, and explanatory clarity",true
unit_000218,nature_remote_sensing_review_0003,Nature,2024,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_000219,nature_remote_sensing_review_0003,Nature,2024,revision_assessment,minor,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_000220,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000221,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000222,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_000223,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000224,nature_remote_sensing_review_0003,Nature,2024,line_comment,minor,model performance,"Methods, results, discussion structure, and explanatory clarity",true
unit_000225,nature_remote_sensing_review_0003,Nature,2024,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000226,nature_remote_sensing_review_0003,Nature,2024,minor_comment,minor,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_000227,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_000228,nature_remote_sensing_review_0003,Nature,2024,contribution_assessment,moderate,"product validity, uncertainty claim","Remote-sensing context, citation positioning, and prior work",true
unit_000229,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,"global generalization, algorithm validity","Remote-sensing context, citation positioning, and prior work",true
unit_000230,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000231,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,"product validity, uncertainty claim","Remote-sensing context, citation positioning, and prior work",true
unit_000232,nature_remote_sensing_review_0003,Nature,2024,contribution_assessment,minor,"global generalization, uncertainty claim","Figures, extended data, and evidentiary display",true
unit_000233,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,"global generalization, product validity","Tree cover, land cover, land-use change, and mapping definitions",true
unit_000234,nature_remote_sensing_review_0003,Nature,2024,contribution_assessment,minor,uncertainty claim,"Figures, extended data, and evidentiary display",true
unit_000235,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_000236,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,global generalization,"Methods, results, discussion structure, and explanatory clarity",true
unit_000237,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000238,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000239,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000240,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000241,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_000242,nature_remote_sensing_review_0003,Nature,2024,moderate_concern,moderate,manuscript claim or supporting evidence,"Amazon, forest cover, land-use pressure, and forest resilience",true
